person,state,district,vote,name,party
400500,AL,1,Present,"Rep. L. Callahan [R, 1985-2002]",Republican
400501,AL,3,Present,"Rep. Bob Riley [R, 1997-2002]",Republican
400502,AL,7,Present,"Rep. Earl Hilliard [D, 1993-2002]",Democrat
400504,AZ,3,Present,"Rep. Robert Stump [R, 1977-2002]",Republican
400505,CA,18,Not Voting,"Rep. Gary Condit [D, 1993-2002]",Democrat
400506,CA,38,Present,"Rep. Stephen Horn [R, 1993-2002]",Republican
400507,CO,4,Not Voting,"Rep. Bob Schaffer [R, 1997-2002]",Republican
400508,CT,5,Present,"Rep. James Maloney [D, 1997-2002]",Democrat
400509,FL,5,Present,"Rep. Karen Thurman [D, 1993-2002]",Democrat
400510,FL,13,Present,"Rep. Dan Miller [R, 1993-2002]",Republican
400511,FL,17,Present,"Rep. Carrie Meek [D, 1993-2002]",Democrat
400513,GA,4,Not Voting,"Rep. Cynthia McKinney [D, 1997-2002]",Democrat
400514,GA,7,Present,"Rep. Bob Barr [R, 1995-2002]",Republican
400517,IA,4,Present,"Rep. Greg Ganske [R, 1995-2002]",Republican
400518,IL,5,Present,"Rep. Rod Blagojevich [D, 1997-2002]",Democrat
400519,IL,19,Present,"Rep. David Phelps [D, 1999-2002]",Democrat
400520,IN,3,Present,"Rep. Timothy Roemer [D, 1991-2002]",Democrat
400522,LA,5,Present,"Rep. John Cooksey [R, 1997-2002]",Republican
400523,MD,2,Present,"Rep. Robert Ehrlich Jr. [R, 1995-2002]",Republican
400524,MD,8,Present,"Rep. Constance Morella [R, 1987-2002]",Republican
400525,ME,2,Present,"Rep. John Baldacci [D, 1995-2002]",Democrat
400526,MI,5,Present,"Rep. James Barcia [D, 1993-2002]",Democrat
400527,MI,10,Present,"Rep. David Bonior [D, 1993-2002]",Democrat
400528,MI,13,Not Voting,"Rep. Lynn Rivers [D, 1995-2002]",Democrat
400529,MN,6,Present,"Rep. William Luther [D, 1995-2002]",Democrat
400530,MS,4,Present,"Rep. Ronnie Shows [D, 1999-2002]",Democrat
400532,NC,1,Not Voting,"Rep. Eva Clayton [D, 1992-2002]",Democrat
400533,NJ,5,Not Voting,"Rep. Marge Roukema [R, 1983-2002]",Republican
400534,NM,2,Present,"Rep. Joseph Skeen [R, 1981-2002]",Republican
400536,NY,20,Present,"Rep. Benjamin Gilman [R, 1993-2002]",Republican
400537,NY,29,Present,"Rep. John LaFalce [D, 1993-2002]",Democrat
400538,OH,3,Present,"Rep. Tony Hall [D, 1979-2002]",Democrat
400539,OH,14,Present,"Rep. Thomas Sawyer [D, 1987-2002]",Democrat
400540,OK,3,Present,"Rep. Wes Watkins [R, 1997-2002]",Republican
400541,OK,4,Not Voting,"Rep.  Watts [R, 1995-2002]",Republican
400542,PA,3,Present,"Rep. Robert Borski [D, 1983-2002]",Democrat
400543,PA,14,Present,"Rep. William Coyne [D, 1981-2002]",Democrat
400544,PA,17,Not Voting,"Rep. George Gekas [R, 1983-2002]",Republican
400545,PA,20,Present,"Rep. Frank Mascara [D, 1995-2002]",Democrat
400546,SD,0,Present,"Rep. John Thune [R, 1997-2002]",Republican
400547,TN,4,Present,"Rep. Van Hilleary [R, 1995-2002]",Republican
400548,TN,5,Present,"Rep. Robert Clement [D, 1987-2002]",Democrat
400549,TN,7,Not Voting,"Rep. Ed Bryant [R, 1995-2002]",Republican
400550,TX,25,Present,"Rep. Ken Bentsen [D, 1995-2002]",Democrat
400551,TX,26,Present,"Rep. Richard Armey [R, 1985-2002]",Republican
400552,UT,1,Not Voting,"Rep. James Hansen [R, 1981-2002]",Republican
400553,WI,5,Present,"Rep. Thomas Barrett [D, 1993-2002]",Democrat
400554,HI,2,Not Voting,"Rep. Patsy Mink [D, 1990-2002]",Democrat
400567,TX,7,Present,"Rep. Bill Archer [R, 1971-2000]",Republican
400568,NE,3,Present,"Rep. Bill Barrett [R, 1991-2000]",Republican
400569,VA,1,Present,"Rep. Herbert Bateman [R, 1983-2000]",Republican
400570,CA,49,Not Voting,"Rep. Brian Bilbray [R, 1995-2000]",Republican
400571,VA,7,Present,"Rep. Tom Bliley [R, 1993-2000]",Republican
400573,CA,15,Not Voting,"Rep. Tom Campbell [R, 1995-2000]",Republican
400574,FL,12,Present,"Rep. Charles Canady [R, 1993-2000]",Republican
400575,ID,1,Present,"Rep. Helen Chenoweth-Hage [R, 1995-2000]",Republican
400576,OK,2,Not Voting,"Rep. Thomas Coburn [R, 1995-2000]",Republican
400577,UT,2,Present,"Rep. Merrill Cook [R, 1997-2000]",Republican
400578,MO,6,Not Voting,"Rep. Pat Danner [D, 1993-2000]",Democrat
400579,AR,4,Not Voting,"Rep. Jay Dickey [R, 1993-2000]",Republican
400580,CA,32,Not Voting,"Rep. Julian Dixon [D, 1993-2000]",Democrat
400581,IL,15,Present,"Rep. Thomas Ewing [R, 1991-2000]",Republican
400582,NY,1,Present,"Rep. Michael Forbes [D, 1995-2000]",Democrat
400583,FL,4,Present,"Rep. Tillie Fowler [R, 1993-2000]",Republican
400584,NJ,7,Present,"Rep. Bob Franks [R, 1993-2000]",Republican
400585,CT,2,Present,"Rep. Sam Gejdenson [D, 1981-2000]",Democrat
400586,PA,19,Present,"Rep. William Goodling [R, 1975-2000]",Republican
400587,MT,0,Present,"Rep. Rick Hill [R, 1997-2000]",Republican
400588,AR,3,Not Voting,"Rep. Asa Hutchinson [R, 1997-2001]",Republican
400590,OH,12,Present,"Rep. John Kasich [R, 1983-2000]",Republican
400591,PA,4,Present,"Rep. Ron Klink [D, 1993-2000]",Democrat
400592,CA,36,Present,"Rep. Steven Kuykendall [R, 1999-2000]",Republican
400593,OK,1,Not Voting,"Rep. Steve Largent [R, 1994-2002]",Republican
400594,NY,2,Present,"Rep. Rick Lazio [R, 1993-2000]",Republican
400595,CA,31,Present,"Rep. Matthew Martínez [R, 1993-2000]",Republican
400596,FL,8,Present,"Rep. Bill McCollum [R, 1993-2000]",Republican
400597,IN,2,Not Voting,"Rep. David McIntosh [R, 1995-2000]",Republican
400598,WA,2,Present,"Rep. Jack Metcalf [R, 1995-2000]",Republican
400599,MN,2,Present,"Rep. David Minge [D, 1993-2000]",Democrat
400600,MA,9,Present,"Rep. John Moakley [D, 1973-2001]",Democrat
400601,CA,48,Not Voting,"Rep. Ron Packard [R, 1993-2000]",Republican
400602,IN,7,Present,"Rep. Edward Pease [R, 1997-2000]",Republican
400603,VA,2,Present,"Rep. Owen Pickett [D, 1987-2000]",Democrat
400604,IL,10,Present,"Rep. John Porter [R, 1979-2000]",Republican
400605,CA,27,Present,"Rep. James Rogan [R, 1997-2000]",Republican
400606,AZ,1,Not Voting,"Rep. Matt Salmon [R, 1995-2000]",Republican
400607,SC,1,Not Voting,"Rep. Marshall “Mark” Sanford [R, 1995-2000]",Republican
400608,FL,1,Not Voting,"Rep. Joe Scarborough [R, 1995-2001]",Republican
400609,VA,4,Present,"Rep. Norman Sisisky [D, 1983-2001]",Democrat
400610,SC,2,Present,"Rep. Floyd Spence [R, 1971-2001]",Republican
400611,OH,17,Present,"Rep. James Traficant Jr. [D, 1985-2002]",Democrat
400612,MN,4,Not Voting,"Rep. Bruce Vento [D, 1977-2000]",Democrat
400613,RI,2,Present,"Rep. Robert Weygand [D, 1997-2000]",Democrat
400614,WV,2,Not Voting,"Rep. Robert Wise Jr. [D, 1993-2000]",Democrat
402626,MO,1,Not Voting,"Rep. William “Bill” Clay Sr. [D, 1969-2000]",Democrat
