House Vote #1 2004-01-20T12:32:00 - Call of the House
person,state,district,vote,name,party
400347,CA,34,Present,"Rep. Lucille Roybal-Allard [D, 2003-2012]",Democrat
400348,CA,40,Present,"Rep. Edward “Ed” Royce [R, 2003-2012]",Republican
400349,MD,2,Present,"Rep. A. Dutch Ruppersberger [D, 2003-2018]",Democrat
400350,IL,1,Present,"Rep. Bobby Rush [D, 1993-2018]",Democrat
400351,WI,1,Present,"Rep. Paul Ryan [R, 1999-2018]",Republican
400352,OH,17,Not Voting,"Rep. Tim Ryan [D, 2003-2012]",Democrat
400353,KS,2,Not Voting,"Rep. Jim Ryun [R, 1996-2006]",Republican
400354,MN,5,Present,"Rep. Martin Sabo [D, 1979-2006]",Democrat
400355,CA,39,Present,"Rep. Linda Sánchez [D, 2003-2012]",Democrat
400356,CA,47,Present,"Rep. Loretta Sanchez [D, 2003-2012]",Democrat
400357,VT,0,Present,"Rep. Bernard “Bernie” Sanders [I, 1991-2006]",Independent
400358,TX,1,Present,"Rep. Max Sandlin Jr. [D, 1997-2004]",Democrat
400359,NJ,3,Present,"Rep. James “Jim” Saxton [R, 1993-2008]",Republican
400360,IL,9,Not Voting,"Rep. Janice “Jan” Schakowsky [D, 1999-2018]",Democrat
400361,CA,29,Not Voting,"Rep. Adam Schiff [D, 2003-2012]",Democrat
400362,VA,2,Present,"Rep. Edward “Ed” Schrock [R, 2001-2004]",Republican
400363,GA,13,Present,"Rep. David Scott [D, 2003-2018]",Democrat
400364,VA,3,Present,"Rep. Robert “Bobby” Scott [D, 1993-2018]",Democrat
400365,WI,5,Present,"Rep. James Sensenbrenner Jr. [R, 2003-2018]",Republican
400366,NY,16,Present,"Rep. José Serrano [D, 1993-2012]",Democrat
400367,TX,32,Not Voting,"Rep. Pete Sessions [R, 2003-2018]",Republican
400368,AZ,3,Present,"Rep. John Shadegg [R, 2003-2010]",Republican
400369,FL,22,Not Voting,"Rep. Clay Shaw Jr. [R, 1993-2006]",Republican
400370,CT,4,Present,"Rep. Christopher Shays [R, 1987-2008]",Republican
400371,CA,27,Not Voting,"Rep. Brad Sherman [D, 2003-2012]",Democrat
400372,PA,10,Present,"Rep. Donald “Don” Sherwood [R, 1999-2006]",Republican
400373,IL,19,Present,"Rep. John Shimkus [R, 2003-2012]",Republican
400375,CT,2,Present,"Rep. Robert “Rob” Simmons [R, 2001-2006]",Republican
400376,ID,2,Present,"Rep. Michael “Mike” Simpson [R, 1999-2018]",Republican
400377,MO,4,Present,"Rep. Ike Skelton [D, 1977-2010]",Democrat
400378,NY,28,Not Voting,"Rep. Louise Slaughter [D, 1993-2012]",Democrat
400379,WA,9,Present,"Rep. Adam Smith [D, 1997-2018]",Democrat
400380,NJ,4,Present,"Rep. Christopher “Chris” Smith [R, 1981-2018]",Republican
400381,TX,21,Present,"Rep. Lamar Smith [R, 1987-2018]",Republican
400382,MI,7,Present,"Rep. Nick Smith [R, 1993-2004]",Republican
400383,AR,2,Present,"Rep. Victor “Vic” Snyder [D, 1997-2010]",Democrat
400384,CA,32,Present,"Rep. Hilda Solis [D, 2003-2009]",Democrat
400385,IN,3,Not Voting,"Rep. Mark Souder [R, 2003-2010]",Republican
400386,SC,5,Present,"Rep. John Spratt Jr. [D, 1983-2010]",Democrat
400387,CA,13,Present,"Rep. Fortney “Pete” Stark [D, 1993-2012]",Democrat
400388,FL,6,Not Voting,"Rep. Clifford “Cliff” Stearns [R, 1989-2012]",Republican
400389,TX,17,Present,"Rep. Charles “Charlie” Stenholm [D, 1979-2004]",Democrat
400390,OH,6,Not Voting,"Rep. Ted Strickland [D, 1997-2006]",Democrat
400391,MI,1,Not Voting,"Rep. Bart Stupak [D, 1993-2010]",Democrat
400392,OK,1,Present,"Rep. John Sullivan [R, 2002-2012]",Republican
400393,NY,20,Present,"Rep. John Sweeney [R, 2003-2006]",Republican
400394,CO,6,Not Voting,"Rep. Thomas “Tom” Tancredo [R, 1999-2008]",Republican
400395,TN,8,Present,"Rep. John Tanner [D, 1989-2010]",Democrat
400396,CA,10,Present,"Rep. Ellen Tauscher [D, 1997-2009]",Democrat
400397,LA,3,Present,"Rep. William “Billy” Tauzin [R, 1979-2004]",Republican
400398,NC,11,Not Voting,"Rep. Charles Taylor [R, 1991-2006]",Republican
400399,MS,4,Present,"Rep. Gene Taylor [D, 2003-2010]",Democrat
400400,NE,2,Present,"Rep. Lee Terry [R, 1999-2014]",Republican
400401,CA,22,Present,"Rep. William “Bill” Thomas [R, 2003-2006]",Republican
400402,MS,2,Present,"Rep. Bennie Thompson [D, 1993-2018]",Democrat
400403,CA,1,Present,"Rep. Mike Thompson [D, 1999-2012]",Democrat
400404,TX,13,Present,"Rep. Mac Thornberry [R, 1995-2018]",Republican
400405,KS,4,Present,"Rep. Todd Tiahrt [R, 1995-2010]",Republican
400406,OH,12,Present,"Rep. Patrick “Pat” Tiberi [R, 2001-2018]",Republican
400407,MA,6,Present,"Rep. John Tierney [D, 1997-2014]",Democrat
400408,PA,15,Not Voting,"Rep. Patrick “Pat” Toomey [R, 1999-2004]",Republican
400409,NY,10,Present,"Rep. Edolphus “Ed” Towns [D, 1993-2012]",Democrat
400410,TX,2,Present,"Rep. James “Jim” Turner [D, 1997-2004]",Democrat
400411,OH,3,Present,"Rep. Michael Turner [R, 2003-2012]",Republican
400412,CO,2,Present,"Rep. Mark Udall [D, 1999-2008]",Democrat
400413,NM,3,Present,"Rep. Tom Udall [D, 1999-2008]",Democrat
400414,MI,6,Present,"Rep. Fred Upton [R, 1993-2018]",Republican
400415,MD,8,Present,"Rep. Chris Van Hollen Jr. [D, 2003-2016]",Democrat
400416,NY,12,Present,"Rep. Nydia Velázquez [D, 1993-2012]",Democrat
400417,IN,1,Present,"Rep. Peter Visclosky [D, 1985-2018]",Democrat
400418,LA,1,Present,"Rep. David Vitter [R, 1999-2004]",Republican
400419,OR,2,Present,"Rep. Greg Walden [R, 1999-2018]",Republican
400420,NY,25,Not Voting,"Rep. James “Jim” Walsh [R, 1993-2008]",Republican
400421,TN,3,Present,"Rep. Zach Wamp [R, 1995-2010]",Republican
400422,CA,35,Not Voting,"Rep. Maxine Waters [D, 1993-2012]",Democrat
400423,CA,33,Not Voting,"Rep. Diane Watson [D, 2003-2010]",Democrat
400424,NC,12,Present,"Rep. Melvin “Mel” Watt [D, 1993-2014]",Democrat
400425,CA,30,Not Voting,"Rep. Henry Waxman [D, 2003-2012]",Democrat
400426,NY,9,Present,"Rep. Anthony Weiner [D, 1999-2011]",Democrat
400427,FL,15,Not Voting,"Rep. David “Dave” Weldon Jr. [R, 1995-2008]",Republican
400428,PA,7,Present,"Rep. Curtis “Curt” Weldon [R, 1987-2006]",Republican
400429,IL,11,Present,"Rep. Gerald “Jerry” Weller [R, 1995-2008]",Republican
400430,FL,19,Not Voting,"Rep. Robert Wexler [D, 1997-2010]",Democrat
400431,KY,1,Present,"Rep. Ed Whitfield [R, 1995-2016]",Republican
400432,MS,1,Present,"Rep. Roger Wicker [R, 1995-2007]",Republican
400433,SC,2,Present,"Rep. Joe Wilson [R, 2001-2018]",Republican
400434,NM,1,Present,"Rep. Heather Wilson [R, 1998-2008]",Republican
400435,VA,10,Present,"Rep. Frank Wolf [R, 1981-2014]",Republican
400436,CA,6,Not Voting,"Rep. Lynn Woolsey [D, 1993-2012]",Democrat
400437,OR,1,Present,"Rep. David Wu [D, 1999-2011]",Democrat
400438,MD,4,Present,"Rep. Albert Wynn [D, 1993-2008]",Democrat
400439,FL,10,Not Voting,"Rep. W. Bill Young [R, 1993-2012]",Republican
400440,AK,0,Present,"Rep. Don Young [R, 1973-2018]",Republican
400441,TX,19,Present,"Rep. Randy Neugebauer [R, 2003-2016]",Republican
409888,PA,9,Not Voting,"Rep. Bill Shuster [R, 2001-2018]",Republican
